id,popularity,budget,revenue,original_title,cast,director,keywords,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year,profit
2022,1.525009,50000000.0,171269535,Mr. Deeds,Adam Sandler|Winona Ryder|John Turturro|Allen Covert|Peter Gallagher,Steven Brill,love letter|new hampshire|ferrari|liar|city country contrast,96,Comedy|Romance,New Line Cinema|Columbia Pictures Corporation|Out of the Blue... Entertainment|Happy Madison Productions,2002-06-28,379,5.7,2002,121269535.0
455,1.496493,3500159.0,76578641,Bend It Like Beckham,Parminder Nagra|Keira Knightley|Jonathan Rhys Meyers|Anupam Kher|Shaheen Khan,Gurinder Chadha,london|gay|tradition|broken engagement|culture clash,112,Comedy|Drama|Romance,Fox Searchlight Pictures|Kintop Pictures|FilmfÃ¶rderung Hamburg|UK Film Council,2002-04-11,309,6.0,2002,73078482.0
14128,1.494612,5000000.0,0,Cinderella II: Dreams Come True,Jennifer Hale|Rob Paulsen|Corey Burton|Andre Stojka|Russi Taylor,John Kafka,cinderella|princess|anthropomorphic animal|cartoon mouse,74,Animation|Fantasy|Romance,Walt Disney Television Animation|Walt Disney Animation Japan,2002-02-23,154,5.6,2002,-5000000.0
2642,1.486895,60000000.0,93354918,Two Weeks Notice,Sandra Bullock|Hugh Grant|Alicia Witt|Dana Ivey|Robert Klein,Marc Lawrence,new york|parish hall|romantic comedy|lawyer|billionaire,101,Romance|Comedy,Village Roadshow Pictures|Castle Rock Entertainment|NPV Entertainment|Fortis Films,2002-12-19,263,5.8,2002,33354918.0
2675,1.381699,72000000.0,408247917,Signs,Mel Gibson|Joaquin Phoenix|Rory Culkin|Abigail Breslin|Cherry Jones,M. Night Shyamalan,symbolism|water|peasant|alien life-form|farm,106,Drama|Thriller|Science Fiction|Mystery,"Kennedy/Marshall Company, The|Touchstone Pictures|Blinding Edge Pictures",2002-08-02,905,6.3,2002,336247917.0
565,1.359987,48000000.0,249348933,The Ring,Naomi Watts|Martin Henderson|David Dorfman|Brian Cox|Shannon Cochran,Gore Verbinski,island|videoband|poltergeist|telephone|suspense,115,Horror|Mystery|Thriller,DreamWorks SKG|BenderSpink|Parkes+MacDonald Image Nation,2002-10-18,810,6.4,2002,201348933.0
12536,1.329683,,0,Home Alone 4,French Stewart|Erick Avari|Mike Weinberg|Barbara Babcock|Jason Beghe,Rod Daniel,fight|father|house|crook couple|alone,89,Crime|Comedy|Family,20th Century Fox Television,2002-11-02,113,4.3,2002,
10229,1.297822,11000000.0,41227069,A Walk to Remember,Mandy Moore|Shane West|Peter Coyote|Daryl Hannah|Lauren German,Adam Shankman,based on novel|theatre group|north carolina|theatre milieu|high school,101,Drama|Family|Romance,Pandora Pictures|Warner Bros.,2002-01-25,582,7.3,2002,30227069.0
8346,1.271588,5000000.0,368744044,My Big Fat Greek Wedding,Nia Vardalos|John Corbett|Lainie Kazan|Michael Constantine|Andrea Martin,Joel Zwick,usa|parents kids relationship|greece|culture clash|midlife crisis,95,Comedy|Drama|Romance,MPH Entertainment|Playtone Productions|Gold Circle Films,2002-02-22,395,6.1,2002,363744044.0
245,1.263507,27000000.0,129000000,About a Boy,Hugh Grant|Nicholas Hoult|Toni Collette|Rachel Weisz|Sharon Small,Chris Weitz|Paul Weitz,london|rock and roll|single parent|rap|bachelor,101,Drama|Comedy|Romance,Universal Pictures,2002-04-26,361,6.4,2002,102000000.0
12448,1.255939,,0,The Hunchback of Notre Dame II,Tom Hulce|Jennifer Love Hewitt|Kevin Kline|Michael McKean|Demi Moore,Bradley Raymond,clock tower|robbery|wretch|sequel|travelling circus,68,Adventure|Animation|Family|Romance,Walt Disney Pictures|Walt Disney Television Animation|Walt Disney Animation Japan,2002-02-05,77,5.2,2002,
9884,1.216798,85000000.0,78382433,Collateral Damage,Arnold Schwarzenegger|Francesca Neri|Elias Koteas|Cliff Curtis|John Turturro,Andrew Davis,terrorist|fbi|colombia|firemen|revenge,108,Action|Thriller|Drama,David Foster Productions|Bel Air Entertainment|Warner Bros.|Hacienda Productions,2002-02-06,242,5.5,2002,-6617567.0
1817,1.20464,13000000.0,97837138,Phone Booth,Colin Farrell|Kiefer Sutherland|Forest Whitaker|Radha Mitchell|Katie Holmes,Joel Schumacher,terrorist|phone booth|psychopath,81,Thriller|Drama,Fox 2000 Pictures,2002-09-09,529,6.5,2002,84837138.0
201,1.204615,60000000.0,67312826,Star Trek: Nemesis,Patrick Stewart|Jonathan Frakes|LeVar Burton|Brent Spiner|Gates McFadden,Stuart Baird,clone|assassination|ambush|federation|starfleet,117,Science Fiction|Action|Adventure|Thriller,Paramount Pictures,2002-12-12,291,6.1,2002,7312826.0
7299,1.191235,20000000.0,5359645,Equilibrium,Christian Bale|Taye Diggs|Emily Watson|Angus Macfadyen|Sean Bean,Kurt Wimmer,resistance|fascism|totalitarian regime|destroy|phasing,107,Action|Science Fiction|Thriller,Dimension Films|Blue Tulip Productions,2002-12-06,927,6.9,2002,-14640355.0
9962,1.182695,8000000.0,16856124,The Good Girl,Jennifer Aniston|Jake Gyllenhaal|Zooey Deschanel|John C. Reilly|Deborah Rush,Miguel Arteta,suicide|sex|jealousy|dream|blackmail,93,Drama|Comedy|Romance,Fox Searchlight Pictures|Hungry Eye Lowland Pictures B.V.|Flan de Coco Films,2002-01-12,98,5.8,2002,8856124.0
590,1.17681,25000000.0,108846072,The Hours,Nicole Kidman|Julianne Moore|Meryl Streep|Stephen Dillane|Miranda Richardson,Stephen Daldry,london|suicide|gay|poetry|aids,114,Drama,Paramount Pictures|Miramax Films|Scott Rudin Productions,2002-12-27,216,6.7,2002,83846072.0
4147,1.165599,80000000.0,181001478,Road to Perdition,Tom Hanks|Tyler Hoechlin|Jennifer Jason Leigh|Liam Aiken|Paul Newman,Sam Mendes,based on graphic novel|homework|shot in the chin|soft boiled egg|learning to drive,117,Thriller|Crime|Drama,DreamWorks SKG|The Zanuck Company|Twentieth Century Fox Film Corporation,2002-07-12,614,7.1,2002,101001478.0
818,1.15929,63000000.0,296633907,Austin Powers in Goldmember,Mike Myers|BeyoncÃ© Knowles|Seth Green|Michael York|Mindy Sterling,Jay Roach,saving the world|submarine|brother brother relationship|clone|spy,94,Science Fiction|Comedy|Crime|Action,New Line Cinema|Eric's Boy|Team Todd|Moving Pictures|Gratitude International,2002-07-26,557,5.9,2002,233633907.0
9021,1.118663,65000000.0,172855065,The Santa Clause 2,Tim Allen|Elizabeth Mitchell|David Krumholtz|Eric Lloyd|Spencer Breslin,Michael Lembeck,holiday|christmas party|home|santa claus|magic,104,Fantasy|Comedy|Family,Walt Disney Pictures,2002-10-31,174,5.4,2002,107855065.0
320,1.11148799999999,46000000.0,113714830,Insomnia,Al Pacino|Robin Williams|Maura Tierney|Hilary Swank|Martin Donovan,Christopher Nolan,detective|confession|fbi|homicide|blackmail,118,Crime|Mystery|Thriller,Section Eight|Alcon Entertainment|Witt/Thomas Productions,2002-05-24,564,6.6,2002,67714830.0
9645,1.090465,35000000.0,68349884,Ghost Ship,Gabriel Byrne|Julianna Margulies|Desmond Harrington|Ron Eldard|Isaiah Washington,Steve Beck,cruise|pilot|ghost ship,91,Horror|Mystery|Thriller,Village Roadshow Pictures|NPV Entertainment|Dark Castle Entertainment|Warner Bros.|Ghost Ship Films Pty. Ltd.,2002-10-25,265,5.2,2002,33349884.0
9637,1.06440499999999,84000000.0,275650703,Scooby-Doo,Freddie Prinze Jr.|Sarah Michelle Gellar|Matthew Lillard|Linda Cardellini|Rowan Atkinson,Raja Gosnell,amateur detective|voodoo|resort|crime solving,88,Mystery|Adventure|Comedy,Atlas Entertainment|Mosaic Media Group|Warner Bros.,2002-06-14,401,5.3,2002,191650703.0
10771,1.051233,,0,The Tuxedo,Jackie Chan|Jennifer Love Hewitt|Jason Isaacs|Debi Mazar|Ritchie Coster,Kevin Donovan,bomb|intelligence|chauffeur|wound|secret agent,98,Thriller|Action|Comedy|Science Fiction,DreamWorks SKG|Parkes+MacDonald Image Nation|Blue Train Productions,2002-09-27,246,5.3,2002,
9023,1.04058799999999,80000000.0,122563539,Spirit: Stallion of the Cimarron,Matt Damon|James Cromwell|Daniel Studi|Chopper Bernet|Jeff LeBeau,Kelly Asbury|Lorna Cook,human being|freedom|mustang|rival|wildlife,83,Western|Animation|Adventure|Comedy|Family,DreamWorks Animation,2002-05-24,402,7.1,2002,42563539.0
10375,1.039674,55000000.0,6416302,D-Tox,Sylvester Stallone|Courtney B. Vance|Tom Berenger|Charles S. Dutton|Jeffrey Wright,Jim Gillespie,alcoholism|serial killer|hospital|police officer|detox,96,Action|Thriller,Universal Pictures,2002-01-04,60,5.8,2002,-48583698.0
11013,1.038507,,9304609,Secretary,James Spader|Maggie Gyllenhaal|Jeremy Davies|Lesley Ann Warren|Stephen McHattie,Steven Shainberg,suicide|clerk|fetish|sadomasochism|lawyer,104,Comedy|Drama|Romance,Slough Pond|double A Films,2002-01-11,213,6.7,2002,
9334,1.025158,60000000.0,165333180,The Scorpion King,Dwayne Johnson|Kelly Hu|Michael Clarke Duncan|Steven Brand|Bernard Hill,Chuck Russell,egypt|temple,92,Action|Fantasy|Adventure,Universal Pictures|Kalima Productions GmbH & Co. KG|World Wrestling Entertainment (WWE)|Alphaville Films,2002-04-16,420,5.2,2002,105333180.0
8427,1.011362,70000000.0,33561137,I Spy,Eddie Murphy|Owen Wilson|Famke Janssen|Keith Dallas|Malcolm McDowell,Betty Thomas,budapest|kidnapper|boxer|secret agent|liberation of hostage,97,Action|Adventure|Comedy|Thriller,Colombia Pictures,2002-10-31,133,5.2,2002,-36438863.0
1430,1.005772,4000000.0,35564473,Bowling for Columbine,Michael Moore|George H. W. Bush|George W. Bush|Dick Clark|Charlton Heston,Michael Moore,usa|canada|gun|homicide|to shoot dead,120,Documentary,Alliance Atlantis Communications|TiMe Film- und TV-Produktions GmbH|Vif Babelsberger Filmproduktion GmbH & Co. Zweite KG|Dog Eat Dog Films|Iconolatry Productions Inc.,2002-10-09,235,7.2,2002,31564473.0
1429,1.005627,15000000.0,13060843,25th Hour,Edward Norton|Philip Seymour Hoffman|Barry Pepper|Rosario Dawson|Anna Paquin,Spike Lee,prison|prisoner|dream|drug dealer|nightclub,135,Crime|Drama,40 Acres & A Mule Filmworks|Touchstone Pictures,2002-12-16,309,6.9,2002,-1939157.0
7090,0.9858,1300000.0,447741,Ken Park,James Ransone|Tiffany Limos|Maeve Quinlan|Amanda Plummer|Wade Williams,Larry Clark|Edward Lachman,suicide|california|sex|infidelity|home,97,Drama,Lou Yi Inc.|CinÃ©a|Kasander Film Company|Busy Bee Productions,2002-08-31,61,5.4,2002,-852259.0
13683,0.974651,,0,Tarzan & Jane,Michael T. Weiss|Olivia d'Abo|Jeff Bennett|Jim Cummings|April Winchell,Victor Cook|Steve Loter|Don MacKinnon|Lisa Schaffer,tarzan,75,Animation|Comedy|Family,Walt Disney Pictures,2002-06-24,66,5.5,2002,
4614,0.958182,68.0,193,The Sum of All Fears,Ben Affleck|Morgan Freeman|James Cromwell|Ken Jenkins|Liev Schreiber,Phil Alden Robinson,cia|terrorist|atomic bomb|cold war|nuclear explosion,124,Thriller|Action|Drama,Paramount Pictures|Mace Neufeld Productions|MFP Munich Film Partners GmbH & Company I. Produktions KG|S.O.A.F. Productions|Mel's Cite du Cinema,2002-05-31,256,5.7,2002,125.0
1613,0.93789,28.0,0,The 51st State,Samuel L. Jackson|Robert Carlyle|Nigel Whitmey|Emily Mortimer|Meat Loaf,Ronny Yu,chemical,93,Thriller|Action|Comedy|Crime,Film Council|Alliance Atlantis Communications|The Film Consortium|Focus Films|Momentum Films,2002-07-10,85,5.8,2002,-28.0
10590,0.936666,75000000.0,114660784,We Were Soldiers,Mel Gibson|Greg Kinnear|Madeleine Stowe|Sam Elliott|Chris Klein,Randall Wallace,vietnam veteran|missile|vietnam war|army|major,138,Action|History|War,Paramount Pictures|Icon Entertainment International|Wheelhouse Entertainment|Motion Picture Production GmbH & Co. Erste KG,2002-03-01,332,6.5,2002,39660784.0
9012,0.925495,5000000.0,64282312,Jackass: The Movie,Johnny Knoxville|Bam Margera|Steve-O|Chris Pontius|Dave England,Jeff Tremaine,disgust|pain|stunt|music video|stuntman,87,Comedy,Paramount Pictures,2002-10-21,197,6.2,2002,59282312.0
11852,0.92327,,35081550,The Hot Chick,Rob Schneider|Rachel McAdams|Anna Faris|Matthew Lawrence|Eric Christian Olsen,Tom Brady,sexual identity|sex|identity|human body|friendship,104,Comedy|Fantasy,Happy Madison Productions|Touchstone Pictures,2002-12-13,226,5.5,2002,
1360,0.91537,12000000.0,56298474,Frida,Salma Hayek|Alfred Molina|MÃ­a Maestro|Patricia Reyes SpÃ­ndola|Diego Luna,Julie Taymor,painter|love of one's life|disabled|woman director,123,Drama|Romance,Miramax Films|Lions Gate Films|Ventanarosa Productions|Handprint Entertainment,2002-08-29,201,7.3,2002,44298474.0
11892,0.90146,50000000.0,56714147,Murder by Numbers,Sandra Bullock|Ben Chaplin|Ryan Gosling|Michael Pitt|Agnes Bruckner,Barbet Schroeder,detective|secret|fbi|homicide|evidence,120,Crime|Drama|Thriller,Castle Rock Entertainment|Warner Bros. Pictures|Schroeder Hoffman Productions,2002-04-19,141,6.1,2002,6714147.0
2757,0.898884,19000000.0,32801173,Adaptation.,Nicolas Cage|Meryl Streep|Chris Cooper|Tilda Swinton|Cara Seymour,Spike Jonze,alligator|marriage crisis|writer's block|orchid,114,Comedy|Crime|Drama,Columbia Pictures|Beverly Detroit|Propaganda Films|Clinica Estetico|Intermedia,2002-12-06,319,7.2,2002,13801173.0
11529,0.895022999999999,30000000.0,180622424,Sweet Home Alabama,Reese Witherspoon|Josh Lucas|Patrick Dempsey|Candice Bergen|Rhona Mitra,Andy Tennant,new york|marriage proposal|alabama|career woman|fashion designer,108,Comedy|Romance,Touchstone Pictures,2002-09-26,224,6.0,2002,150622424.0
10611,0.880807,12000000.0,75781642,Barbershop,Ice Cube|Anthony Anderson|Cedric the Entertainer|Sean Patrick Thomas|Eve,Tim Story,hairdresser|shop|neighbor|debt|meeting,102,Comedy|Drama,Metro-Goldwyn-Mayer (MGM),2002-04-01,75,6.2,2002,63781642.0
4911,0.8757,15000000.0,9237470,Dark Blue,Kurt Russell|Scott Speedman|Michael Michele|Brendan Gleeson|Ving Rhames,Ron Shelton,corruption|police brutality|riot|ghetto|street war,118,Action|Crime|Drama|Thriller,United Artists|Intermedia Films|IM Filmproduktion|Cosmic Pictures|Metro-Goldwyn-Mayer (MGM),2002-12-14,33,6.7,2002,-5762530.0
2135,0.875246999999999,80000000.0,123729176,The Time Machine,Guy Pearce|Samantha Mumba|Phyllida Law|Laura Kirk|Mark Addy,Simon Wells,future|time machine,96,Science Fiction|Adventure|Action,DreamWorks SKG|Warner Bros.,2002-03-04,341,5.6,2002,43729176.0
15070,0.872571999999999,20000000.0,12398628,Undisputed,Wesley Snipes|Ving Rhames|Peter Falk|Michael Rooker|Jon Seda,Walter Hill,sport,96,Action|Adventure|Drama|Thriller,Miramax Films|Amen Ra Films,2002-08-23,60,6.3,2002,-7601372.0
11812,0.821206,43000000.0,68696770,The Sweetest Thing,Cameron Diaz|Christina Applegate|Thomas Jane|Selma Blair|Jason Bateman,Roger Kumble,roommate|marriage|bloopers during credits|aftercreditsstinger|duringcreditsstinger,84,Romance|Comedy,Konrad Pictures,2002-04-12,164,5.4,2002,25696770.0
9027,0.817886,,0,The Guru,Jimi Mistry|Heather Graham|Marisa Tomei|Michael McKean|Dash Mihok,Daisy von Scherler Mayer,sex|dancing master|new love|porn actor|porno scene,91,Comedy|Romance,Universal Pictures|Studio Canal,2002-08-21,34,5.1,2002,
12100,0.784565,115000000.0,77628265,Windtalkers,Nicolas Cage|Adam Beach|Peter Stormare|Noah Emmerich|Mark Ruffalo,John Woo,japan|world war ii|radio transmission|marine corps|us army,134,Drama|Action|History|War,Lion Rock Productions|Metro-Goldwyn-Mayer (MGM),2002-06-14,207,5.9,2002,-37371735.0
8470,0.782771,36000000.0,102244770,John Q,Denzel Washington|Robert Duvall|Anne Heche|Kimberly Elise|Daniel E. Smith,Nick Cassavetes,father-son relationship|chicago|heart attack|kidnapper|heart disease,116,Drama|Thriller|Crime,New Line Cinema|Burg/Koules Productions|Evolution Entertainment,2002-02-15,317,7.1,2002,66244770.0
13706,0.77751,,0,Winnie the Pooh: A Very Merry Pooh Year,Jim Cummings|Peter Cullen|John Fiedler,Gary Katona|Ed Wexler,,65,Animation|Family,no_data,2002-01-01,14,7.4,2002,
2752,0.771164,17000000.0,0,40 Days and 40 Nights,Josh Hartnett|Shannyn Sossamon|Adam Trese|Emmanuelle Vaugier|Barry Newman,Michael Lehmann,sex addiction|laundromat,94,Comedy|Romance,Miramax Films|Universal Pictures|Working Title Films,2002-03-01,168,5.3,2002,-17000000.0
15015,0.770422,,0,Barbie as Rapunzel,Kelly Sheridan|Anjelica Huston|Cree Summer|Ian James Corlett|Mark Hildreth,Owen Hurley,,84,Animation|Family,Rainmaker Entertainment,2002-10-01,81,6.5,2002,
2251,0.76758,50000000.0,119137784,Unfaithful,Richard Gere|Diane Lane|Olivier Martinez|Erik Per Sullivan|Zeljko Ivanek,Adrian Lyne,adultery|eroticism|literature|lover,124,Drama,Regency Enterprises|Fox 2000 Pictures|Epsilon Motion Pictures|Unfaithful Filmproduktion GmbH & Co. KG,2002-05-10,138,6.4,2002,69137784.0
1537,0.742412,45000000.0,94935764,Changing Lanes,Ben Affleck|Samuel L. Jackson|Kim Staunton|Toni Collette|Sydney Pollack,Roger Michell,new york|custody battle|suspense|lawyer,89,Action|Adventure|Crime|Thriller,Paramount Pictures,2002-04-07,169,5.7,2002,49935764.0
8051,0.74198,25000000.0,17000000,Punch-Drunk Love,Adam Sandler|Emily Watson|Philip Seymour Hoffman|Luis GuzmÃ¡n|Mary Lynn Rajskub,Paul Thomas Anderson,shyness|brother sister relationship|business man,95,Comedy|Drama|Romance,Columbia Pictures|New Line Cinema|Ghoulardi Film Company,2002-10-25,268,6.9,2002,-8000000.0
8665,0.72233,100000000.0,35168966,K-19: The Widowmaker,Harrison Ford|Liam Neeson|Peter Sarsgaard|Joss Ackland|John Shrapnel,Kathryn Bigelow,submarine|union of soviet socialist republics|core melt|north atlantic|nuclear,138,Thriller|Drama|History,Paramount Pictures|Intermedia Films|National Geographic Society|New Regency Pictures|Palomar Pictures (II),2002-07-19,146,6.0,2002,-64831034.0
16174,0.710064,,0,Snow Queen,Bridget Fonda|Chelsea Hobbs|Jeremy Guilbaut|Robert Wisden,David Wu,,180,Adventure|Fantasy|Science Fiction|Family,no_data,2002-01-04,10,5.6,2002,
8869,0.708516,,0,Eight Legged Freaks,David Arquette|Kari Wuhrer|Scott Terra|Scarlett Johansson|Doug E. Doug,Ellory Elkayem,pick up|wetting pants|hockey mask|barbershop|perfume,99,Action|Comedy|Horror|Thriller,Village Roadshow Pictures|NPV Entertainment|Centropolis Entertainment|Electric Entertainment|Warner Bros.,2002-07-17,143,5.4,2002,
437,0.701646,,0,Cube 2: Hypercube,Kari Matchett|Geraint Wyn Davies|Grace Lynn Kung|Matthew Ferguson|Neil Crone,Andrzej Sekula,riddle|detective|claustrophobia|hacker|maze,94,Thriller|Science Fiction|Mystery,Lions Gate Films|Ghost House Pictures,2002-04-15,175,5.4,2002,
11979,0.698611,35000000.0,45479110,Queen of the Damned,Stuart Townsend|Aaliyah|Marguerite Moreau|Vincent PÃ©rez|Paul McGann,Michael Rymer,queen|rock star|secret society|vampire|light,101,Drama|Fantasy|Horror,Village Roadshow Pictures|NPV Entertainment|Warner Bros.|WV Films LLC|Material,2002-02-10,117,5.2,2002,10479110.0
9488,0.683151,38000000.0,119723358,Spy Kids 2: Island of Lost Dreams,Antonio Banderas|Carla Gugino|Alexa PenaVega|Daryl Sabara|Steve Buscemi,Robert Rodriguez,spy|experiment|island|secret organization|wretch,100,Action|Adventure|Comedy|Family,Dimension Films,2002-08-07,260,5.2,2002,81723358.0
25556,0.682513,,0,The Land Before Time IX: Journey to the Big Water,John Ingle|Kenneth Mars|Miriam Flynn|Thomas Dekker|Anndi McAfee,Charles Grosvenor,,71,Animation|Family,Universal Studios|Universal Cartoon Studios,2002-12-17,16,6.0,2002,
1957,0.682409,38000000.0,51801187,Enough,Jennifer Lopez|Billy Campbell|Tessa Allen|Juliette Lewis|Dan Futterman,Michael Apted,waitress|violent husband|seattle|self-defense|violence against women,114,Action|Drama|Thriller,Columbia Pictures,2002-05-24,153,6.3,2002,13801187.0
10426,0.68142,20000000.0,33526835,Friday After Next,Ice Cube|Mike Epps|John Witherspoon|Don Curry|Anna Maria Horsford,Marcus Raboy,guard|shopping mall|thief|drug,85,Comedy|Drama,New Line Cinema,2002-11-22,51,6.5,2002,13526835.0
16690,0.678896,20000000.0,109862682,Return to Never Land,Harriet Owen|Blayne Weaver|Jeff Bennett|Kath Soucie|Corey Burton,Robin Budd|Donovan Cook,animation,72,Adventure|Fantasy|Animation|Family,Walt Disney Pictures|Walt Disney Television Animation|Walt Disney Animation Australia|DisneyToon Studios|Walt Disney Animation Canada,2002-02-14,174,6.2,2002,89862682.0
29339,0.650275,,0,Nicholas Nickleby,Charlie Hunnam|Nathan Lane|Jim Broadbent|Christopher Plummer|Jamie Bell,Douglas McGrath,,132,Adventure|Drama|Action|Family,United Artists Corporation|Hart-Sharp Entertainment|Potboiler Productions,2002-12-27,26,6.3,2002,
16643,0.646373,40000000.0,16872671,Life or Something Like It,Angelina Jolie|Edward Burns|Tony Shalhoub|Christian Kane|Melissa Errico,Stephen Herek,,103,Comedy|Drama|Romance,Regency Enterprises|Epsilon Motion Pictures|Davis Entertainment|New Regency Pictures|Monarchy Enterprises S.a.r.l.,2002-04-26,57,5.6,2002,-23127329.0
20009,0.645437,14000000.0,6413915,Slackers,Jason Segel|Devon Sawa|Jason Schwartzman|Jaime King|Laura Prepon,Dewey Nicks,male nudity|drug abuse|job interview|eavesdropping|fall,86,Comedy|Romance,Sony Pictures|Screen Gems,2002-02-01,29,5.7,2002,-7586085.0
6020,0.622035,12000000.0,0,Sorority Boys,Barry Watson|Michael Rosenbaum|Harland Williams|Melissa Sagemiller|Tony Denman,Wallace Wolodarsky,t shirt|drag|yearbook|roofie,93,Comedy,Touchstone Pictures,2002-03-22,23,5.4,2002,-12000000.0
20312,0.609595,7000000.0,0,Interstate 60,James Marsden|Gary Oldman|Amy Smart|Christopher Lloyd|Chris Cooper,Bob Gale,motel|highway|road trip|surrealism|lawyer,116,Adventure|Comedy|Drama|Fantasy|Mystery,Fireworks Pictures,2002-04-13,62,6.7,2002,-7000000.0
1574,0.608347,45000000.0,306776732,Chicago,Catherine Zeta-Jones|RenÃ©e Zellweger|Queen Latifah|Richard Gere|Christine Baranski,Rob Marshall,based on stage musical|prison matron|jazz age|nude man murdered,113,Action|Comedy|Crime|Drama|Music,Miramax Films|Producers Circle|Storyline Entertainment,2002-12-26,361,6.5,2002,261776732.0
9357,0.600563,12000000.0,52223306,One Hour Photo,Robin Williams|Connie Nielsen|Michael Vartan|Erin Daniels|Eriq La Salle,Mark Romanek,cheating|supermarket|penalty|knife|photography,96,Horror|Thriller,Fox Searchlight Pictures|Catch 23 Entertainment,2002-08-21,195,6.4,2002,40223306.0
9280,0.600189,35000000.0,16838910,Femme Fatale,Rebecca Romijn|Antonio Banderas|Peter Coyote|Rie Rasmussen|Gregg Henry,Brian De Palma,paris|france|new identity|paparazzi|cannes,114,Thriller|Crime|Romance,Epsilon Motion Pictures|Quinta Communications,2002-11-06,63,6.1,2002,-18161090.0
13376,0.585172999999999,,23833131,Eight Crazy Nights,Adam Sandler|Jackie Sandler|Kevin Nealon|Austin Stout|Rob Schneider,Seth Kearsley,holiday|musical|beer|basketball|whiskey,76,Comedy|Animation,Columbia Pictures|Happy Madison Productions|Meatball Animation,2002-11-27,52,5.5,2002,
13536,0.581487,40000000.0,22433915,City By The Sea,Robert De Niro|James Franco|Frances McDormand|Eliza Dushku|George Dzundza,Michael Caton-Jones,murder|homicide detective,108,Drama|Thriller|Mystery,Warner Bros. Pictures|Epsilon Motion Pictures|Franchise Pictures|Brad Grey Pictures|Sea Breeze Productions Inc.,2002-09-06,44,5.7,2002,-17566085.0
9298,0.578890999999999,,0,Ali G Indahouse,Sacha Baron Cohen|Michael Gambon|Charles Dance|Kellie Bright|Martin Freeman,Mark Mylod,hip-hop|prime minister|minister|queen elisabeth ii|rapper,85,Comedy,Universal Pictures|WT2 Productions,2002-03-21,175,6.0,2002,
11056,0.577778,,0,Darkness,Anna Paquin|Lena Olin|Iain Glen|Giancarlo Giannini|Fele MartÃ­nez,Jaume BalaguerÃ³,loss of child|solar eclipse|haunted house|family|psychopathy,102,Horror,VÃ­a Digital|Filmax Entertainment|Dimension Films|Castelao Producciones,2002-10-02,49,5.5,2002,
6278,0.573735999999999,60000000.0,43061982,Reign of Fire,Christian Bale|Matthew McConaughey|Izabella Scorupco|Gerard Butler|Alexander Siddig,Rob Bowman,dragon|evolution|fire chief|animated map|theatre audience,101,Action|Fantasy|Science Fiction|Thriller,The Zanuck Company|Spyglass Entertainment|World 2000 Entertainment|Touchstone Pictures|Tripod Entertainment,2002-07-12,352,5.9,2002,-16938018.0
5851,0.570851,85000000.0,77741732,Showtime,Robert De Niro|Rachael Harris|Eddie Murphy|Zaid Farid|William Shatner,Tom Dey,police operation|police everyday life|fugitive,95,Action|Comedy,Village Roadshow Pictures|NPV Entertainment|Warner Bros.|Tribeca Productions|Overbrook Entertainment,2002-03-14,148,5.2,2002,-7258268.0
9296,0.570361,,19576023,S1m0ne,Al Pacino|Rachel Roberts|Catherine Keener|Evan Rachel Wood|Jay Mohr,Andrew Niccol,film director|virtual reality|computer simulation|film industry|spectacle,117,Comedy|Drama|Science Fiction,New Line Cinema|Niccol Films,2002-08-23,137,5.3,2002,
11560,0.569956999999999,42000000.0,63781810,High Crimes,Ashley Judd|Morgan Freeman|Jim Caviezel|Amanda Peet|Adam Scott,Carl Franklin,based on novel|witness|village|court|love,115,Drama|Mystery|Thriller|Crime,Twentieth Century Fox Film Corporation|Regency Enterprises|Monarch Pictures|Epsilon Motion Pictures|New Regency Pictures,2002-04-03,91,6.0,2002,21781810.0
31005,0.560535999999999,21000000.0,10011050,Moonlight Mile,Jake Gyllenhaal|Dustin Hoffman|Susan Sarandon|Aleksia Landeau|Ellen Pompeo,Brad Silberling,,117,Romance|Drama,Punch Productions|Touchstone Pictures|Hyde Park Entertainment|Reveal Entertainment|Gran Via,2002-09-09,23,6.6,2002,-10988950.0
10592,0.558747,70000000.0,32287044,Hart's War,Bruce Willis|Colin Farrell|Terrence Howard|Marcel IureÈ™|Cole Hauser,Gregory Hoblit,black people|world war ii|prisoner of war|prisoner of war camp|us army,125,Drama|War,David Foster Productions|Cheyenne Enterprises|Metro-Goldwyn-Mayer (MGM)|David Ladd Films,2002-02-15,138,5.7,2002,-37712956.0
2755,0.557277,30000000.0,105834556,About Schmidt,Jack Nicholson|Kathy Bates|Hope Davis|Dermot Mulroney|June Squibb,Alexander Payne,channel surfing|mullet|self narration|moral story|spiritual journey,125,Drama|Comedy,New Line Cinema|Avery Pix,2002-12-13,167,6.7,2002,75834556.0
9266,0.548844,25000000.0,51842679,Blue Crush,Kate Bosworth|Matthew Davis|Michelle Rodriguez|Sanoe Lake|Mika Boorem,John Stockwell,sea|surfer|hawaii|sport|job,104,Adventure,Imagine Entertainment|Mikona Productions GmbH & Co. KG|Universal Pictures|Shutt/Jones Productions,2002-08-08,96,5.6,2002,26842679.0
